----------- Loading graphs ------------
[PFM2] order=5 vv_size=5963 threads=8
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=1 vv_size=289 threads=8
[PFM2] order=5 vv_size=87 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=6 vv_size=130 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=3 vv_size=1242 threads=8
[PFM2] order=3 vv_size=177 threads=8
[PFM2] order=6 vv_size=451 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=2 vv_size=39 threads=8
[PFM2] order=4 vv_size=47 threads=8
[PFM2] order=0 vv_size=31 threads=8
[PFM2] order=6 vv_size=54 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=6 vv_size=259 threads=8
[PFM2] order=3 vv_size=46 threads=8
[PFM2] order=5 vv_size=345 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=3 threads=3
[PFM2] order=4 vv_size=1065 threads=8
[PFM2] order=6 vv_size=358 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=5 vv_size=1277 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=15 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=6 vv_size=9846 threads=8
[PFM2] order=4 vv_size=81 threads=8
[PFM2] order=3 vv_size=12 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=2 vv_size=36 threads=8
[PFM2] order=5 vv_size=122 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=5 vv_size=83 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=3 vv_size=43 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=4 vv_size=1202 threads=8
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=4 vv_size=554 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=5 vv_size=3177 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=6 vv_size=897 threads=8
[PFM2] order=6 vv_size=11998 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=3 vv_size=109 threads=8
[PFM2] order=6 vv_size=269 threads=8
[PFM2] order=5 vv_size=240 threads=8
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=0 vv_size=492 threads=8
[PFM2] order=5 vv_size=3944 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=6 vv_size=82 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=6 vv_size=88 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=3 vv_size=730 threads=8
[PFM2] order=2 vv_size=608 threads=8
[PFM2] order=5 vv_size=100 threads=8
[PFM2] order=1 vv_size=2275 threads=8
[PFM2] order=4 vv_size=1688 threads=8
[PFM2] order=4 vv_size=50 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=5 vv_size=209 threads=8
[PFM2] order=6 vv_size=1603 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=5 vv_size=85 threads=8
[PFM2] order=1 vv_size=39 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=0 vv_size=145 threads=8
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=6 vv_size=114 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=4173 threads=8
[PFM2] order=3 vv_size=160 threads=8
[PFM2] order=5 vv_size=2805 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=0 vv_size=89 threads=8
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=6 vv_size=191 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=3 vv_size=144 threads=8
[PFM2] order=6 vv_size=62 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=3 vv_size=6 threads=6
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=1 vv_size=1498 threads=8
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=4 vv_size=148 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=5 vv_size=1005 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=3 vv_size=118 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=4 vv_size=770 threads=8
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=5 vv_size=6 threads=6
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=6 vv_size=2304 threads=8
[PFM2] order=5 vv_size=3703 threads=8
[PFM2] order=5 vv_size=104 threads=8
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=4 vv_size=4803 threads=8
[PFM2] order=4 vv_size=39 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=976 threads=8
[PFM2] order=4 vv_size=2506 threads=8
[PFM2] order=6 vv_size=4051 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=0 vv_size=15 threads=8
[PFM2] order=3 vv_size=11 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=5 vv_size=161 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=4 vv_size=4109 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=4 vv_size=179 threads=8
[PFM2] order=5 vv_size=168 threads=8
[PFM2] order=4 vv_size=169 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=4 vv_size=47 threads=8
[PFM2] order=0 vv_size=3971 threads=8
[PFM2] order=6 vv_size=15 threads=8
[PFM2] order=1 vv_size=84 threads=8
[PFM2] order=1 vv_size=268 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=4 vv_size=5612 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=5 vv_size=308 threads=8
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=3 vv_size=2137 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=3 vv_size=226 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=5 vv_size=1109 threads=8
[PFM2] order=6 vv_size=112 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=3 vv_size=24 threads=8
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=5 vv_size=2 threads=2
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=5 vv_size=1971 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=3 vv_size=563 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=3 vv_size=37 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=4431 threads=8
[PFM2] order=0 vv_size=64 threads=8
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=0 vv_size=12 threads=8
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=4 vv_size=1317 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=6 vv_size=71 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=4 vv_size=3078 threads=8
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=5 vv_size=315 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=3 vv_size=3858 threads=8
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=6 vv_size=2036 threads=8
[PFM2] order=5 vv_size=233 threads=8
[PFM2] order=4 vv_size=332 threads=8
[PFM2] order=3 vv_size=481 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=5 vv_size=225 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=2048 threads=8
[PFM2] order=5 vv_size=275 threads=8
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=6 vv_size=21 threads=8
[PFM2] order=4 vv_size=30 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=4 vv_size=486 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=4 vv_size=851 threads=8
[PFM2] order=6 vv_size=23 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=1 vv_size=55 threads=8
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=3 vv_size=6 threads=6
[PFM2] order=0 vv_size=243 threads=8
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=2 vv_size=2919 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=5 vv_size=898 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=5 vv_size=3 threads=3
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=4 vv_size=27 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=3 vv_size=47 threads=8
[PFM2] order=5 vv_size=249 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=6 vv_size=288 threads=8
[PFM2] order=0 vv_size=2300 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=0 vv_size=214 threads=8
[PFM2] order=1 vv_size=60 threads=8
[PFM2] order=0 vv_size=312 threads=8
[PFM2] order=1 vv_size=1913 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=3 vv_size=3062 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=4 vv_size=176 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=247 threads=8
[PFM2] order=5 vv_size=1257 threads=8
[PFM2] order=4 vv_size=771 threads=8
[PFM2] order=2 vv_size=4610 threads=8
[PFM2] order=4 vv_size=17 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=3 vv_size=31 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=6 vv_size=158 threads=8
[PFM2] order=4 vv_size=7014 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=6920 threads=8
[PFM2] order=6 vv_size=395 threads=8
[PFM2] order=3 vv_size=42 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=6 vv_size=2 threads=2
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=126 threads=8
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=4 vv_size=432 threads=8
[PFM2] order=0 vv_size=576 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=4 vv_size=68 threads=8
[PFM2] order=4 vv_size=415 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=5 vv_size=5 threads=5
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=0 vv_size=2100 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=218 threads=8
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=0 vv_size=71 threads=8
[PFM2] order=6 vv_size=1325 threads=8
[PFM2] order=4 vv_size=286 threads=8
[PFM2] order=3 vv_size=65 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=4 vv_size=182 threads=8
[PFM2] order=3 vv_size=70 threads=8
[PFM2] order=6 vv_size=1372 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=4 vv_size=30 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=5 vv_size=291 threads=8
[PFM2] order=5 vv_size=763 threads=8
[PFM2] order=3 vv_size=1738 threads=8
[PFM2] order=4 vv_size=23 threads=8
[PFM2] order=3 vv_size=18 threads=8
[PFM2] order=4 vv_size=5910 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=5 vv_size=1723 threads=8
[PFM2] order=0 vv_size=16 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=2 vv_size=524 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=5 vv_size=61 threads=8
[PFM2] order=4 vv_size=209 threads=8
[PFM2] order=6 vv_size=30 threads=8
[PFM2] order=4 vv_size=184 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=5 vv_size=214 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=5 vv_size=210 threads=8
[PFM2] order=6 vv_size=460 threads=8
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=5 vv_size=6977 threads=8
[PFM2] order=6 vv_size=66 threads=8
[PFM2] order=3 vv_size=50 threads=8
[PFM2] order=3 vv_size=1533 threads=8
[PFM2] order=6 vv_size=27 threads=8
[PFM2] order=1 vv_size=1319 threads=8
[PFM2] order=6 vv_size=945 threads=8
[PFM2] order=3 vv_size=573 threads=8
[PFM2] order=5 vv_size=14173 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=6 vv_size=251 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=6 vv_size=846 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=3 vv_size=160 threads=8
[PFM2] order=5 vv_size=70 threads=8
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=6 vv_size=124 threads=8
[PFM2] order=0 vv_size=520 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=4 vv_size=195 threads=8
[PFM2] order=3 vv_size=3160 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=5 vv_size=322 threads=8
[PFM2] order=4 vv_size=4493 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=0 vv_size=34 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=6 vv_size=353 threads=8
[PFM2] order=6 vv_size=1092 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=6 vv_size=2720 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=4 vv_size=3978 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=2 vv_size=55 threads=8
[PFM2] order=5 vv_size=506 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=0 vv_size=75 threads=8
[PFM2] order=4 vv_size=784 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=6 vv_size=30 threads=8
[PFM2] order=0 vv_size=576 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=1 vv_size=32 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=3 vv_size=124 threads=8
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=1 vv_size=1008 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=3 vv_size=13 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=4 vv_size=1832 threads=8
[PFM2] order=2 vv_size=14 threads=8
[PFM2] order=1 vv_size=118 threads=8
[PFM2] order=3 vv_size=7 threads=7
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=2 vv_size=23 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=4 vv_size=11 threads=8
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=6 vv_size=180 threads=8
[PFM2] order=3 vv_size=2043 threads=8
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=3 vv_size=376 threads=8
[PFM2] order=6 vv_size=133 threads=8
[PFM2] order=6 vv_size=427 threads=8
[PFM2] order=4 vv_size=244 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=0 vv_size=51 threads=8
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=3 vv_size=35 threads=8
[PFM2] order=5 vv_size=194 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=0 vv_size=209 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=5 vv_size=54 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=5 vv_size=812 threads=8
[PFM2] order=6 vv_size=319 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=4 vv_size=85 threads=8
[PFM2] order=3 vv_size=7 threads=7
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=2 vv_size=382 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=5 vv_size=2 threads=2
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=6 vv_size=37 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=3 vv_size=7971 threads=8
[PFM2] order=6 vv_size=609 threads=8
[PFM2] order=1 vv_size=2117 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=5 vv_size=270 threads=8
[PFM2] order=6 vv_size=140 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=21 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=6 vv_size=117 threads=8
[PFM2] order=0 vv_size=315 threads=8
[PFM2] order=5 vv_size=3709 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=0 vv_size=29 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=5 vv_size=474 threads=8
[PFM2] order=2 vv_size=22 threads=8
[PFM2] order=3 vv_size=60 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=1 vv_size=140 threads=8
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=2 vv_size=178 threads=8
[PFM2] order=0 vv_size=134 threads=8
[PFM2] order=5 vv_size=507 threads=8
[PFM2] order=6 vv_size=1391 threads=8
[PFM2] order=6 vv_size=1003 threads=8
[PFM2] order=6 vv_size=150 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=4 vv_size=1603 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=0 vv_size=25 threads=8
[PFM2] order=4 vv_size=159 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=5 vv_size=1 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=1 vv_size=360 threads=8
[PFM2] order=6 vv_size=357 threads=8
[PFM2] order=2 vv_size=63 threads=8
[PFM2] order=5 vv_size=3638 threads=8
[PFM2] order=4 vv_size=152 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=3 vv_size=2216 threads=8
[PFM2] order=6 vv_size=673 threads=8
[PFM2] order=3 vv_size=212 threads=8
[PFM2] order=6 vv_size=123 threads=8
[PFM2] order=3 vv_size=862 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=3 vv_size=37 threads=8
[PFM2] order=6 vv_size=1670 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=546 threads=8
[PFM2] order=4 vv_size=165 threads=8
[PFM2] order=4 vv_size=846 threads=8
[PFM2] order=2 vv_size=263 threads=8
[PFM2] order=6 vv_size=20 threads=8
[PFM2] order=6 vv_size=909 threads=8
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=5 vv_size=4808 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=5 vv_size=78 threads=8
[PFM2] order=5 vv_size=63 threads=8
[PFM2] order=4 vv_size=796 threads=8
[PFM2] order=2 vv_size=0 threads=1
