----------- Loading graphs ------------
[PFM2] order=5 vv_size=30 threads=8
[PFM2] order=6 vv_size=1568 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=6 vv_size=5 threads=5
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=1 threads=1
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=5 vv_size=114 threads=8
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=5 vv_size=248 threads=8
[PFM2] order=5 vv_size=699 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=1 vv_size=114 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=6 vv_size=877 threads=8
[PFM2] order=3 vv_size=12 threads=8
[PFM2] order=0 vv_size=28 threads=8
[PFM2] order=4 vv_size=315 threads=8
[PFM2] order=2 vv_size=3955 threads=8
[PFM2] order=3 vv_size=1088 threads=8
[PFM2] order=4 vv_size=394 threads=8
[PFM2] order=3 vv_size=152 threads=8
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=6 vv_size=67 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=5 vv_size=129 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=4 vv_size=137 threads=8
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=4 vv_size=21 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=3 vv_size=3 threads=3
[PFM2] order=0 vv_size=83 threads=8
[PFM2] order=6 vv_size=59 threads=8
[PFM2] order=6 vv_size=1386 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=324 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=3 vv_size=2 threads=2
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=0 vv_size=32 threads=8
[PFM2] order=4 vv_size=1342 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=2 vv_size=3050 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=5 vv_size=54 threads=8
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=5 vv_size=36 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=2 vv_size=1275 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=2 vv_size=264 threads=8
[PFM2] order=3 vv_size=3268 threads=8
[PFM2] order=5 vv_size=278 threads=8
[PFM2] order=3 vv_size=45 threads=8
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=5 vv_size=171 threads=8
[PFM2] order=5 vv_size=1574 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=785 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=3 vv_size=24 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=5 vv_size=2186 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=6 vv_size=148 threads=8
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=0 vv_size=34 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=30 threads=8
[PFM2] order=4 vv_size=927 threads=8
[PFM2] order=0 vv_size=1190 threads=8
[PFM2] order=0 vv_size=16 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=4 vv_size=22533 threads=8
[PFM2] order=4 vv_size=27 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=6 vv_size=1685 threads=8
[PFM2] order=1 vv_size=138 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=6 vv_size=134 threads=8
[PFM2] order=2 vv_size=32 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=1 vv_size=43 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=3 vv_size=8005 threads=8
[PFM2] order=6 vv_size=33 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=6 vv_size=2967 threads=8
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=4 vv_size=4 threads=4
[PFM2] order=3 vv_size=139 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=37 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=6 vv_size=9695 threads=8
[PFM2] order=6 vv_size=528 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=6 vv_size=279 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=3 vv_size=1088 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=6 vv_size=10395 threads=8
[PFM2] order=0 vv_size=760 threads=8
[PFM2] order=4 vv_size=106 threads=8
[PFM2] order=0 vv_size=1194 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=2 vv_size=2680 threads=8
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=6 vv_size=1166 threads=8
[PFM2] order=5 vv_size=33 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=6 vv_size=2421 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=3 vv_size=269 threads=8
[PFM2] order=2 vv_size=551 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=3 vv_size=168 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=6 vv_size=6958 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=1 vv_size=39 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=6 vv_size=31653 threads=8
[PFM2] order=5 vv_size=383 threads=8
[PFM2] order=2 vv_size=139 threads=8
[PFM2] order=5 vv_size=20 threads=8
[PFM2] order=2 vv_size=53 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=4 vv_size=827 threads=8
[PFM2] order=4 vv_size=102 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=4 vv_size=1175 threads=8
[PFM2] order=6 vv_size=18 threads=8
[PFM2] order=2 vv_size=39 threads=8
[PFM2] order=0 vv_size=16988 threads=8
[PFM2] order=1 vv_size=544 threads=8
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=5 vv_size=125 threads=8
[PFM2] order=0 vv_size=2548 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=2 vv_size=20 threads=8
[PFM2] order=6 vv_size=16 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=6 vv_size=13 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=6 vv_size=1253 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=6 vv_size=68 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=4 vv_size=2776 threads=8
[PFM2] order=3 vv_size=55 threads=8
[PFM2] order=6 vv_size=209 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=5 vv_size=94 threads=8
[PFM2] order=5 vv_size=1873 threads=8
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=5 vv_size=963 threads=8
[PFM2] order=3 vv_size=1294 threads=8
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=3 vv_size=20 threads=8
[PFM2] order=4 vv_size=651 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=4 vv_size=204 threads=8
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=3 vv_size=14 threads=8
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=6 vv_size=280 threads=8
[PFM2] order=6 vv_size=2354 threads=8
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=4 vv_size=144 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=2 vv_size=6193 threads=8
[PFM2] order=1 vv_size=76 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=4 vv_size=198 threads=8
[PFM2] order=5 vv_size=186 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=5 vv_size=5125 threads=8
[PFM2] order=4 vv_size=551 threads=8
[PFM2] order=5 vv_size=199 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=4 vv_size=1977 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=0 vv_size=30 threads=8
[PFM2] order=4 vv_size=128 threads=8
[PFM2] order=3 vv_size=31 threads=8
[PFM2] order=1 vv_size=2596 threads=8
[PFM2] order=6 vv_size=84514 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=4 vv_size=2307 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=2 vv_size=11 threads=8
[PFM2] order=3 vv_size=3 threads=3
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=5 vv_size=393 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=4 vv_size=3436 threads=8
[PFM2] order=0 vv_size=136 threads=8
[PFM2] order=2 vv_size=796 threads=8
[PFM2] order=1 vv_size=17 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=5 vv_size=11537 threads=8
[PFM2] order=4 vv_size=381 threads=8
[PFM2] order=4 vv_size=9235 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=3 vv_size=4195 threads=8
[PFM2] order=3 vv_size=37 threads=8
[PFM2] order=4 vv_size=75 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=5 vv_size=8 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=5 vv_size=489 threads=8
[PFM2] order=0 vv_size=6076 threads=8
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=0 vv_size=29 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=22 threads=8
[PFM2] order=4 vv_size=22 threads=8
[PFM2] order=5 vv_size=833 threads=8
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=3 vv_size=36 threads=8
[PFM2] order=6 vv_size=10 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=5 vv_size=96 threads=8
[PFM2] order=3 vv_size=145 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=4 vv_size=141 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=4 vv_size=24 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=5 vv_size=352 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=4 vv_size=1167 threads=8
[PFM2] order=2 vv_size=3275 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=46 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=6 vv_size=238 threads=8
[PFM2] order=5 vv_size=394 threads=8
[PFM2] order=5 vv_size=2792 threads=8
[PFM2] order=5 vv_size=285 threads=8
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=5 vv_size=16 threads=8
[PFM2] order=5 vv_size=37 threads=8
[PFM2] order=6 vv_size=105 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=3 vv_size=903 threads=8
[PFM2] order=2 vv_size=101 threads=8
[PFM2] order=3 vv_size=20984 threads=8
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=4 vv_size=50 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=3 vv_size=4 threads=4
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=1 vv_size=430 threads=8
[PFM2] order=5 vv_size=166 threads=8
[PFM2] order=3 vv_size=172 threads=8
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=5 vv_size=41 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=2 vv_size=83 threads=8
[PFM2] order=5 vv_size=26 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=1 vv_size=46 threads=8
[PFM2] order=4 vv_size=5 threads=5
[PFM2] order=6 vv_size=33 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=5 vv_size=272 threads=8
[PFM2] order=3 vv_size=872 threads=8
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=6 vv_size=1720 threads=8
[PFM2] order=4 vv_size=97 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=0 vv_size=10 threads=8
[PFM2] order=5 vv_size=20 threads=8
[PFM2] order=3 vv_size=21 threads=8
[PFM2] order=5 vv_size=397 threads=8
[PFM2] order=5 vv_size=462 threads=8
[PFM2] order=5 vv_size=1593 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=1 vv_size=42 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=3 vv_size=18 threads=8
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=6 vv_size=115 threads=8
[PFM2] order=0 vv_size=987 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=4 vv_size=221 threads=8
[PFM2] order=5 vv_size=65 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=4 vv_size=629 threads=8
[PFM2] order=4 vv_size=1299 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=6 vv_size=98 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=5 vv_size=179 threads=8
[PFM2] order=5 vv_size=1932 threads=8
[PFM2] order=5 vv_size=147 threads=8
[PFM2] order=6 vv_size=12555 threads=8
[PFM2] order=5 vv_size=90 threads=8
[PFM2] order=5 vv_size=6051 threads=8
[PFM2] order=3 vv_size=14 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=6 vv_size=256 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=6 vv_size=143 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=3 vv_size=18 threads=8
[PFM2] order=5 vv_size=8222 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=4 vv_size=105 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=440 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=6 vv_size=2116 threads=8
[PFM2] order=4 vv_size=40 threads=8
[PFM2] order=3 vv_size=868 threads=8
[PFM2] order=3 vv_size=31 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=5 vv_size=27 threads=8
[PFM2] order=6 vv_size=3981 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=4 vv_size=63 threads=8
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=2 vv_size=2108 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=4 vv_size=102 threads=8
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=5 vv_size=17748 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=114 threads=8
[PFM2] order=3 vv_size=107 threads=8
[PFM2] order=0 vv_size=2429 threads=8
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=3 vv_size=430 threads=8
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=0 vv_size=157 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=3 vv_size=603 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=6 vv_size=20 threads=8
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=2 vv_size=135 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=4 vv_size=150 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=3 vv_size=9 threads=8
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=3 vv_size=525 threads=8
[PFM2] order=6 vv_size=22 threads=8
[PFM2] order=2 vv_size=5416 threads=8
[PFM2] order=3 vv_size=4939 threads=8
[PFM2] order=1 vv_size=162 threads=8
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=1 vv_size=136 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=5 vv_size=290 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=2 vv_size=5853 threads=8
[PFM2] order=6 vv_size=64 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=6 vv_size=131 threads=8
[PFM2] order=5 vv_size=286 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=4 vv_size=135 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=5 vv_size=615 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=6 vv_size=1509 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=3 vv_size=18 threads=8
[PFM2] order=5 vv_size=764 threads=8
[PFM2] order=4 vv_size=296 threads=8
[PFM2] order=6 vv_size=137 threads=8
[PFM2] order=5 vv_size=19 threads=8
[PFM2] order=6 vv_size=4 threads=4
[PFM2] order=6 vv_size=43 threads=8
[PFM2] order=6 vv_size=43 threads=8
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=4 vv_size=54 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=5 vv_size=182 threads=8
[PFM2] order=3 vv_size=128 threads=8
[PFM2] order=6 vv_size=1066 threads=8
[PFM2] order=6 vv_size=0 threads=1
[PFM2] order=0 vv_size=86 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=5 vv_size=17 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=4 vv_size=258 threads=8
[PFM2] order=6 vv_size=103 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=6 vv_size=1828 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=6 vv_size=17575 threads=8
[PFM2] order=0 vv_size=120 threads=8
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=0 vv_size=213 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=0 vv_size=29 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=4 vv_size=10544 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=5 vv_size=124 threads=8
[PFM2] order=1 vv_size=17 threads=8
[PFM2] order=4 vv_size=189 threads=8
[PFM2] order=3 vv_size=0 threads=1
[PFM2] order=6 vv_size=7047 threads=8
[PFM2] order=0 vv_size=990 threads=8
[PFM2] order=4 vv_size=0 threads=1
[PFM2] order=1 vv_size=20 threads=8
[PFM2] order=5 vv_size=83 threads=8
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=5 vv_size=0 threads=1
[PFM2] order=6 vv_size=732 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=5 vv_size=42 threads=8
[PFM2] order=1 vv_size=0 threads=1
[PFM2] order=2 vv_size=0 threads=1
[PFM2] order=0 vv_size=0 threads=1
[PFM2] order=5 vv_size=79 threads=8
